CENTER
-347.16302490234375,-824.6746215820312,137.02928161621094
-344.8990783691406,-822.0891723632812,136.99313354492188
-341.8854675292969,-818.6893310546875,136.9996795654297
-338.27801513671875,-814.6356201171875,136.98228454589844
-334.2326965332031,-810.0885620117188,136.95005798339844
-329.9052429199219,-805.208740234375,136.94512939453125
-325.4516296386719,-800.1565551757812,136.97708129882812
-321.0276184082031,-795.0926513671875,137.03123474121094
-316.7891540527344,-790.177490234375,137.1065216064453
-312.89208984375,-785.5716552734375,137.1953582763672
-309.49224853515625,-781.4354858398438,137.29217529296875
-306.7456359863281,-777.9296875,137.38470458984375
-304.54998779296875,-774.9771118164062,137.46083068847656
-302.6778259277344,-772.3603515625,137.51939392089844
-301.096923828125,-770.0293579101562,137.55706787109375
-299.77496337890625,-767.9339599609375,137.58355712890625
-298.6797790527344,-766.0241088867188,137.5961456298828
-297.779052734375,-764.249755859375,137.6020050048828
-297.04052734375,-762.560791015625,137.59649658203125
-296.43194580078125,-760.9072265625,137.58987426757812
-295.9211120605469,-759.2388916015625,137.57208251953125
-295.4756774902344,-757.5057373046875,137.54925537109375
-295.0633239746094,-755.6576538085938,137.51510620117188
-294.7197570800781,-753.761474609375,137.46881103515625
-294.500732421875,-751.9109497070312,137.41452026367188
-294.40423583984375,-750.0957641601562,137.35650634765625
-294.4281921386719,-748.3059692382812,137.28884887695312
-294.5706787109375,-746.5314331054688,137.2159423828125
-294.8298034667969,-744.7621459960938,137.13697814941406
-295.2033996582031,-742.9879150390625,137.04847717285156
-295.6896057128906,-741.1987915039062,136.95001220703125
-296.286376953125,-739.3846435546875,136.8418731689453
-296.99176025390625,-737.535400390625,136.72659301757812
-297.80377197265625,-735.6409912109375,136.59365844726562
-298.6828918457031,-733.7659301757812,136.46298217773438
-299.6076354980469,-731.9596557617188,136.32493591308594
-300.6028137207031,-730.1895751953125,136.18736267089844
-301.69329833984375,-728.4227905273438,136.0412139892578
-302.9040222167969,-726.6270141601562,135.8849334716797
-304.2597961425781,-724.769287109375,135.71875
-305.7855529785156,-722.8170776367188,135.535400390625
-307.506103515625,-720.7376708984375,135.33840942382812
-309.4463195800781,-718.4983520507812,135.11004638671875
-311.6311340332031,-716.0665893554688,134.86065673828125
-314.0852966308594,-713.4097900390625,134.5789337158203
-316.84503173828125,-710.5223999023438,134.26889038085938
-319.9054260253906,-707.4362182617188,133.93597412109375
-323.2298583984375,-704.1740112304688,133.58456420898438
-326.78179931640625,-700.758544921875,133.2208709716797
-330.524658203125,-697.2125854492188,132.85499572753906
-334.42181396484375,-693.5589599609375,132.4905548095703
-338.436767578125,-689.8204345703125,132.14773559570312
-342.5329284667969,-686.0197143554688,131.82330322265625
-346.6737060546875,-682.1795654296875,131.53054809570312
